OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity,SteamRatio,ElectricityRatio,NaturalGasRatio,SurfacePerBuilding,SurfacePerFloor,ParkingRatio,BuildingRatio
22252,NonResidential,Other,1415 NW 52nd,BALLARD,1961,1.0,1,32000,0,32000,Other - Recreation,29880.0,Office,4700.0,Inconnu,14923.139939614732,65.44972577696527,38.5,73.59999847,1331122.125,0.0,548631.0,782491.0,Compliant,45.38,1.42,0.0,0.41215677336893486,0.5878431327253313,32000.0,32000.0,0.0,1.0
22259,NonResidential,Mixed Use Property,Building C,BALLARD,1910,1.0,2,31140,0,31140,Other,14840.0,Retail Store,9400.0,Non-Refrigerated Warehouse,6900.0,65.44972577696527,30.0,47.29999924,935580.3125,0.0,234613.0,700967.0,Compliant,38.86,1.25,0.0,0.2507673546198098,0.7492323113629008,31140.0,15570.0,0.0,1.0
22261,NonResidential,Warehouse,Building B,BALLARD,1975,1.0,3,41478,0,41478,Non-Refrigerated Warehouse,31932.0,Office,9546.0,Inconnu,14923.139939614732,3.0,73.19999695,167.5,3035962.25,0.0,1799383.0,1236579.0,Compliant,78.22,1.89,0.0,0.5926895171374413,0.4073104005163437,41478.0,13826.0,0.0,1.0
22264,NonResidential,Warehouse,Building A,BALLARD,1980,1.0,1,39840,0,39840,Non-Refrigerated Warehouse,39840.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,2.0,18.89999962,59.29999924,752104.0,0.0,752104.0,0.0,Compliant,5.24,0.13,0.0,1.0,0.0,39840.0,39840.0,0.0,1.0
22312,NonResidential,Other,The Seattle Public Library - Ballard Branch,BALLARD,2004,1.0,1,30576,15576,15000,Library,15000.0,Other - Services,3100.0,Inconnu,14923.139939614732,65.44972577696527,84.69999695,196.3000031,1533245.75,0.0,930038.0,603208.0,Compliant,38.52,1.26,0.0,0.6065811693917952,0.39341899366099664,15000.0,15000.0,0.5094191522762951,0.49058084772370486
22327,NonResidential,Other,Ballard Masonic Center,BALLARD,1924,1.0,2,21528,0,21528,Social/Meeting Hall,21528.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,65.44972577696527,14.30000019,35.29999924,306911.0938,0.0,209914.0,96997.0,Compliant,6.61,0.31,0.0,0.6839570293825593,0.3160426649914732,21528.0,10764.0,0.0,1.0
22332,NonResidential,Other,Ballard Square,BALLARD,1928,1.0,2,30000,0,30000,Strip Mall,25828.0,Parking,0.0,Inconnu,14923.139939614732,65.44972577696527,42.40000153,123.5,1094940.75,0.0,975561.0,119380.0,Compliant,13.14,0.44,0.0,0.8909714977728247,0.10902873055003205,30000.0,15000.0,0.0,1.0
22420,NonResidential,Other,SUNSET,BALLARD,1942,1.0,2,30087,0,30087,Other,30554.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,65.44972577696527,172.6000061,542.0999756,5274642.0,0.0,5274641.0,0.0,Compliant,36.77,1.22,0.0,0.9999998104136736,0.0,30087.0,15043.5,0.0,1.0
22438,NonResidential,Worship Facility,Quest Church,BALLARD,1975,1.0,1,40445,0,40445,Worship Facility,40445.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,92.0,19.39999962,34.40000153,786253.6875,0.0,271219.0,515035.0,Compliant,29.24,0.72,0.0,0.3449510053967155,0.6550493920577002,40445.0,40445.0,0.0,1.0
22440,NonResidential,Retail Store,Office Max #560,BALLARD,1996,1.0,1,23500,0,23500,Retail Store,23500.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,53.0,48.40000153,141.6999969,1137967.5,0.0,1021883.0,116084.0,Compliant,13.29,0.57,0.0,0.8979896174539256,0.1020099431662152,23500.0,23500.0,0.0,1.0
22454,NonResidential,Retail Store,Ballard Goodwill,Ballard,1967,1.0,1,22420,0,22420,Retail Store,23067.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,82.0,60.90000153,148.0,1404253.75,0.0,927422.0,476832.0,Compliant,31.79,1.42,0.0,0.6604376167768824,0.3395625612536196,22420.0,22420.0,0.0,1.0
22479,NonResidential,Supermarket / Grocery Store,70500811 -- Interbay,MAGNOLIA / QUEEN ANNE,1961,1.0,1,25842,0,25842,Supermarket/Grocery Store,25987.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,35.0,327.7999878,718.7000122,8518313.0,0.0,4656997.0,3861316.0,Compliant,237.54,9.19,0.0,0.5467041420055826,0.45329585799441746,25842.0,25842.0,0.0,1.0
22480,NonResidential,Small- and Mid-Sized Office,3257 16TH AVE W,MAGNOLIA / QUEEN ANNE,1992,1.0,3,26389,0,26389,Office,16766.0,Fitness Center/Health Club/Gym,9623.0,Inconnu,14923.139939614732,65.44972577696527,45.79999924,143.6999969,1208035.375,0.0,1208035.0,0.0,Compliant,8.42,0.32,0.0,0.9999996895786268,0.0,26389.0,8796.333333333334,0.0,1.0
22486,NonResidential,Small- and Mid-Sized Office,Canal Building,MAGNOLIA / QUEEN ANNE,1982,1.0,3,25859,0,25859,Office,25859.0,Parking,4000.0,Inconnu,14923.139939614732,88.0,33.20000076,88.69999695,858780.625,0.0,665707.0,193073.0,Compliant,14.9,0.58,0.0,0.7751770133379523,0.22482225888596405,25859.0,8619.666666666666,0.0,1.0
22502,NonResidential,Warehouse,Commodore,MAGNOLIA / QUEEN ANNE,1974,1.0,1,25600,0,25600,Non-Refrigerated Warehouse,20600.0,Office,5000.0,Inconnu,14923.139939614732,1.0,67.59999847,173.0,1730600.625,0.0,1249609.0,480992.0,Compliant,34.26,1.34,0.0,0.7220666524375027,0.27793356425027294,25600.0,25600.0,0.0,1.0
22504,NonResidential,Other,"MER Equipment,Inc.",MAGNOLIA / QUEEN ANNE,1965,1.0,1,23169,0,23169,Manufacturing/Industrial Plant,10200.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,65.44972577696527,21.79999924,68.40000153,222255.9063,0.0,222256.0,0.0,Compliant,1.55,0.07,0.0,1.0000004215860967,0.0,23169.0,23169.0,0.0,1.0
22509,NonResidential,Small- and Mid-Sized Office,Salmon Bay Landing,MAGNOLIA / QUEEN ANNE,2008,1.0,4,41784,8399,33385,Office,33385.0,Parking,8399.0,Inconnu,14923.139939614732,89.0,38.79999924,121.8000031,1294615.25,0.0,1294615.0,0.0,Compliant,9.03,0.22,0.0,0.9999998068924338,0.0,33385.0,8346.25,0.20100995596400537,0.7989900440359946
22511,NonResidential,Warehouse,West Commodore,MAGNOLIA / QUEEN ANNE,1960,1.0,1,56884,0,56884,Non-Refrigerated Warehouse,56884.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,71.0,24.39999962,54.5,1388345.125,0.0,785464.0,602881.0,Compliant,37.49,0.66,0.0,0.5657555789667212,0.43424433099802906,56884.0,56884.0,0.0,1.0
22519,NonResidential,Retail Store,1023-Crown Hill (Relo),BALLARD,1989,1.0,1,32810,0,32810,Retail Store,32810.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,66.0,61.5,148.3999939,2017967.75,0.0,1316268.0,701700.0,Compliant,46.44,1.42,0.0,0.652274051455976,0.3477260724310386,32810.0,32810.0,0.0,1.0
22547,NonResidential,Self-Storage Facility,Mahoney Warehouse,MAGNOLIA / QUEEN ANNE,1980,1.0,3,30989,0,30989,Self-Storage Facility,30989.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,65.44972577696527,3.200000048,9.899999619,97690.39844,0.0,97690.0,0.0,Compliant,0.68,0.02,0.0,0.9999959214006047,0.0,30989.0,10329.666666666666,0.0,1.0
22548,NonResidential,Self-Storage Facility,"A1 Self Storage, LLC",MAGNOLIA / QUEEN ANNE,1915,1.0,3,39952,0,39952,Self-Storage Facility,39952.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,65.44972577696527,1.399999976,4.5,57133.19922,0.0,57133.0,0.0,Compliant,0.4,0.01,0.0,0.9999965130606596,0.0,39952.0,13317.333333333334,0.0,1.0
22574,NonResidential,Small- and Mid-Sized Office,Nickerson Business Center,MAGNOLIA / QUEEN ANNE,1961,1.0,2,20022,0,20022,Office,20784.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,80.0,31.60000038,99.30000305,657385.8125,0.0,657386.0,0.0,Compliant,4.58,0.23,0.0,1.0000002852206367,0.0,20022.0,10011.0,0.0,1.0
22577,NonResidential,Distribution Center,property #50,MAGNOLIA / QUEEN ANNE,1960,1.0,2,36498,0,36498,Distribution Center,18229.0,Non-Refrigerated Warehouse,17200.0,Inconnu,14923.139939614732,89.0,14.69999981,31.79999924,520011.8125,0.0,277628.0,242384.0,Compliant,14.81,0.41,0.0,0.5338878720182919,0.4661124885504404,36498.0,18249.0,0.0,1.0
22579,NonResidential,Distribution Center,Century 21 Promotions Inc,MAGNOLIA / QUEEN ANNE,1968,1.0,1,35946,0,35946,Distribution Center,31845.0,Office,4101.0,Inconnu,14923.139939614732,65.44972577696527,13.10000038,31.20000076,469499.8125,0.0,300259.0,169240.0,Compliant,11.08,0.31,0.0,0.639529541878145,0.3604687275567336,35946.0,35946.0,0.0,1.0
22585,NonResidential,Small- and Mid-Sized Office,Commodore Way,MAGNOLIA / QUEEN ANNE,2007,1.0,4,30152,5680,24472,Office,25184.0,Parking,4968.0,Inconnu,14923.139939614732,96.0,33.59999847,105.3000031,845044.125,0.0,844068.0,976.0,Compliant,5.94,0.2,0.0,0.9988448828041968,0.0011549692745334453,24472.0,6118.0,0.18837888033961264,0.8116211196603874
22607,NonResidential,Small- and Mid-Sized Office,Fisheries Building,MAGNOLIA / QUEEN ANNE,1979,1.0,4,22365,0,22365,Office,21617.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,71.0,33.59999847,105.6999969,727385.8125,0.0,727386.0,0.0,Compliant,5.07,0.23,0.0,1.0000002577724183,0.0,22365.0,5591.25,0.0,1.0
22609,NonResidential,Small- and Mid-Sized Office,The Wharf Building,MAGNOLIA / QUEEN ANNE,1994,1.0,4,30172,0,30172,Office,30172.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,82.0,30.0,94.09999847,904059.875,0.0,904060.0,0.0,Compliant,6.3,0.21,0.0,1.0000001382651784,0.0,30172.0,7543.0,0.0,1.0
22650,NonResidential,Warehouse,Ballard Hardware & Supply Co Inc,BALLARD,1927,1.0,4,42500,0,42500,Non-Refrigerated Warehouse,42500.0,Retail Store,5091.0,Inconnu,14923.139939614732,100.0,5.099999905,15.89999962,241478.5938,0.0,241478.0,0.0,Compliant,1.68,0.04,0.0,0.9999975409828645,0.0,42500.0,10625.0,0.0,1.0
22654,NonResidential,Small- and Mid-Sized Office,Sanborn Building,BALLARD,1901,1.0,4,23032,0,23032,Office,14448.0,Restaurant,5300.0,Retail Store,1460.0,65.44972577696527,52.90000153,166.1000061,1121537.75,0.0,1121537.0,0.0,Compliant,7.82,0.34,0.0,0.9999993312752959,0.0,23032.0,5758.0,0.0,1.0
22672,NonResidential,Other,Olympic Athletic Club,BALLARD,1900,1.0,3,45750,4914,40836,Other,42850.0,Parking,2900.0,Inconnu,14923.139939614732,65.44972577696527,169.0,262.7999878,7240274.0,0.0,1749609.0,5490664.0,Compliant,303.81,6.64,0.0,0.24164955635656882,0.7583503055271112,40836.0,13612.0,0.10740983606557378,0.8925901639344263
22676,NonResidential,Small- and Mid-Sized Office,5105 Leary Ave,BALLARD,1968,1.0,2,23500,0,23500,Office,23500.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,26.0,71.80000305,181.3999939,1686405.0,0.0,1192984.0,493421.0,Compliant,34.52,1.47,0.0,0.7074125136014184,0.2925874863985816,23500.0,11750.0,0.0,1.0
22678,NonResidential,Small- and Mid-Sized Office,4925 Leary,BALLARD,1966,1.0,1,22282,0,22282,Office,22282.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,93.0,26.0,56.09999847,579888.3125,0.0,306298.0,273590.0,Compliant,16.67,0.75,0.0,0.5282017129807216,0.47179774812240244,22282.0,22282.0,0.0,1.0
22679,NonResidential,Self-Storage Facility,Ballard Mini Storage,BALLARD,1902,1.0,2,24000,0,24000,Self-Storage Facility,24000.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,65.44972577696527,21.0,39.59999847,502898.6875,0.0,201999.0,300900.0,Compliant,17.39,0.72,0.0,0.40166937202436026,0.5983312493731653,24000.0,12000.0,0.0,1.0
22684,NonResidential,Mixed Use Property,Murphy Ballard Building,BALLARD,1909,1.0,3,27085,0,27085,Strip Mall,9500.0,Office,8196.0,Multifamily Housing,6700.0,65.44972577696527,73.69999695,153.1000061,1995131.75,0.0,981638.0,1013494.0,Compliant,60.67,2.24,0.0,0.4920166299794487,0.5079834953255593,27085.0,9028.333333333334,0.0,1.0
22801,NonResidential,Other,Meadowbrook Community Center/Pool,NORTH,1996,1.0,2,29258,0,29258,Other - Recreation,31991.0,Fitness Center/Health Club/Gym,2648.0,Swimming Pool,0.0,65.44972577696527,233.5,402.5,8086943.5,0.0,2608582.0,5478361.0,Compliant,309.14,10.57,0.0,0.3225671108002671,0.6774328273716763,29258.0,14629.0,0.0,1.0
22804,NonResidential,Small- and Mid-Sized Office,Lake City Professional Center,NORTH,1931,1.0,2,37500,0,37500,Office,37500.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,58.0,59.59999847,152.6000061,2235765.5,0.0,1614256.0,621509.0,Compliant,44.26,1.18,0.0,0.7220148982529697,0.2779848781099807,37500.0,18750.0,0.0,1.0
22810,NonResidential,K-12 School,Bliss Hall,NORTHWEST,1930,1.0,3,23983,0,23983,K-12 School,23983.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,61.0,48.5,104.9000015,1164364.75,0.0,618998.0,545367.0,Compliant,33.28,1.39,0.0,0.5316186358269606,0.46838157888239057,23983.0,7994.333333333333,0.0,1.0
22818,NonResidential,Distribution Center,Jack Warehouse,DELRIDGE,1980,1.0,1,24100,0,24100,Distribution Center,20100.0,Non-Refrigerated Warehouse,3500.0,Inconnu,14923.139939614732,22.0,34.29999924,60.09999847,809870.8125,0.0,271509.0,538362.0,Compliant,30.49,1.27,0.0,0.3352497655297338,0.6647504659886727,24100.0,24100.0,0.0,1.0
22830,NonResidential,Worship Facility,Freedom Church,SOUTHWEST,1971,1.0,1,23772,0,23772,Worship Facility,23772.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,100.0,4.199999809,13.30000019,100841.7031,0.0,100842.0,0.0,Non-Compliant,0.7,0.03,0.0,1.0000029442184222,0.0,23772.0,23772.0,0.0,1.0
22834,NonResidential,K-12 School,University Child Development School,NORTHEAST,2004,3.0,2,31343,0,31343,K-12 School,51515.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,5.0,74.69999695,144.8999939,3846501.25,0.0,1639135.0,2207366.0,Compliant,128.66,4.1,0.0,0.426136609210773,0.5738633257950976,10447.666666666666,15671.5,0.0,1.0
22860,NonResidential,Mixed Use Property,Lakeside Plaza,NORTHWEST,1996,1.0,3,55912,22850,33062,Parking,24052.0,Office,23501.0,Retail Store,9561.0,65.44972577696527,74.09999847,232.6999969,2450442.75,0.0,2450443.0,0.0,Compliant,17.08,0.31,0.0,1.0000001020223794,0.0,33062.0,11020.666666666666,0.4086779224495636,0.5913220775504364
22863,NonResidential,Other,Max Performance,MAGNOLIA / QUEEN ANNE,1957,1.0,2,20294,0,20294,Other,18000.0,Office,2294.0,Inconnu,14923.139939614732,65.44972577696527,85.5,145.1000061,1735995.75,0.0,536408.0,1199588.0,Compliant,67.45,3.32,0.0,0.3089915398698413,0.6910086041397279,20294.0,10147.0,0.0,1.0
22866,NonResidential,Small- and Mid-Sized Office,Fishermen's Commerce Building,MAGNOLIA / QUEEN ANNE,1983,1.0,4,40571,10849,29722,Office,24008.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,64.0,53.59999847,168.3000031,1286817.375,0.0,1286817.0,0.0,Compliant,8.97,0.22,0.0,0.9999997085833566,0.0,29722.0,7430.5,0.2674077543072638,0.7325922456927362
22867,NonResidential,Small- and Mid-Sized Office,Icicle Seafoods,MAGNOLIA / QUEEN ANNE,1983,1.0,4,41707,15659,26048,Office,41707.0,Parking,12000.0,Inconnu,14923.139939614732,78.0,42.09999847,132.1999969,1755788.5,0.0,1755788.0,0.0,Compliant,12.24,0.29,0.0,0.9999997152276598,0.0,26048.0,6512.0,0.3754525619200614,0.6245474380799386
22881,NonResidential,Mixed Use Property,(ID22881) INTERBAY BUILDING,MAGNOLIA / QUEEN ANNE,1960,1.0,2,57644,0,57644,Office,20176.0,Other - Services,19440.0,Non-Refrigerated Warehouse,15490.0,65.44972577696527,39.70000076,102.0999985,2189735.0,0.0,1591510.0,598225.0,Compliant,42.87,0.74,0.0,0.726804841681756,0.273195158318244,57644.0,28822.0,0.0,1.0
22883,NonResidential,Warehouse,Keller Supply,MAGNOLIA / QUEEN ANNE,1955,1.0,2,39497,0,39497,Non-Refrigerated Warehouse,25547.0,Office,13950.0,Inconnu,14923.139939614732,9.0,43.0,116.3000031,1700057.375,0.0,1344071.0,355986.0,Compliant,28.28,0.72,0.0,0.7906033171380465,0.2093964622811627,39497.0,19748.5,0.0,1.0
22936,NonResidential,Other,Seattle Asian Art Museum,EAST,1932,1.0,1,33087,0,33087,Other - Entertainment/Public Assembly,53776.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,65.44972577696527,66.0,125.4000015,3548858.25,0.0,1443141.0,2105717.0,Compliant,121.9,3.68,0.0,0.4066493780077015,0.5933505515471067,33087.0,33087.0,0.0,1.0
22940,NonResidential,Small- and Mid-Sized Office,MERIDIAN NORTH OFFICE BUILDING,NORTHWEST,1982,1.0,2,27574,0,27574,Office,27574.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,73.0,43.90000153,137.8999939,1211349.25,0.0,1211349.0,0.0,Compliant,8.44,0.31,0.0,0.9999997936185621,0.0,27574.0,13787.0,0.0,1.0
22953,NonResidential,Retail Store,Tux Shop,NORTH,1965,1.0,1,24982,0,24982,Retail Store,24982.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,99.0,13.39999962,42.09999847,335245.0,0.0,335245.0,0.0,Error - Correct Default Data,2.34,0.09,0.0,1.0,0.0,24982.0,24982.0,0.0,1.0
22955,NonResidential,Senior Care Community,Foundation House at Northgate,North,1998,1.0,5,43661,0,43661,Senior Care Community,43661.0,Parking,0.0,Inconnu,14923.139939614732,4.0,90.19999695,225.8999939,3936421.5,0.0,2741695.0,1194726.0,Compliant,82.57,1.89,0.0,0.6964942651593585,0.30350560782172337,43661.0,8732.2,0.0,1.0
22962,NonResidential,Small- and Mid-Sized Office,Northgate Meridian Bldg,NORTHWEST,1987,1.0,3,76105,27307,48798,Office,76105.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,91.0,32.5,102.0,2472350.25,0.0,2472350.0,0.0,Compliant,17.24,0.23,0.0,0.9999998988816411,0.0,48798.0,16266.0,0.35880691150384336,0.6411930884961566
23008,NonResidential,Mixed Use Property,Display Supply Inc,North,1952,1.0,2,32009,0,32009,Non-Refrigerated Warehouse,17500.0,Retail Store,15770.0,Office,4000.0,65.44972577696527,53.59999847,131.5,1998725.25,0.0,1340993.0,657732.0,Compliant,44.28,1.38,0.0,0.6709241302675293,0.329075744652748,32009.0,16004.5,0.0,1.0
23011,NonResidential,Retail Store,Bevmo,NORTH,1966,1.0,1,41615,0,41615,Retail Store,41615.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,69.0,45.70000076,143.3999939,1900006.25,0.0,1900006.0,0.0,Error - Correct Default Data,13.25,0.32,0.0,0.9999998684214855,0.0,41615.0,41615.0,0.0,1.0
23017,NonResidential,Medical Office,5th Ave Professional Center,NORTH,1988,1.0,3,28841,0,28841,Medical Office,28841.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,55.0,50.59999847,122.4000015,1459199.75,0.0,955324.0,503875.0,Compliant,33.42,1.16,0.0,0.6546903533940436,0.34530913262560525,28841.0,9613.666666666666,0.0,1.0
23020,NonResidential,Self-Storage Facility,Northgate Self Storage,NORTH,1977,2.0,2,33344,0,33344,Self-Storage Facility,31360.0,Office,984.0,Parking,0.0,65.44972577696527,3.799999952,12.0,123767.2031,0.0,123767.0,0.0,Compliant,0.86,0.03,0.0,0.9999983590160001,0.0,16672.0,16672.0,0.0,1.0
23022,NonResidential,Other,Northgate Campus,NORTH,2005,2.0,1,30498,0,30498,Other - Recreation,30498.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,65.44972577696527,79.90000153,156.8999939,2436063.0,0.0,1066226.0,1369837.0,Compliant,80.19,2.63,0.0,0.43768408288291394,0.5623159171170861,15249.0,30498.0,0.0,1.0
23040,NonResidential,K-12 School,Holy Family School,DELRIDGE,1924,1.0,2,42975,0,42975,K-12 School,21405.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,92.0,44.79999924,64.0,959352.0,0.0,173165.0,786187.0,Compliant,42.96,1.0,0.0,0.1805020472152036,0.8194979527847964,42975.0,21487.5,0.0,1.0
23049,NonResidential,Other,Laidlaw,DELRIDGE,1963,1.0,1,23260,0,23260,"Repair Services (Vehicle, Shoe, Locksmith, etc)",13075.0,Office,10185.0,Inconnu,14923.139939614732,65.44972577696527,69.30000305,137.3999939,1612105.75,0.0,719779.0,892327.0,Compliant,52.41,2.25,0.0,0.44648373718659584,0.5535164178900794,23260.0,23260.0,0.0,1.0
23051,NonResidential,Small- and Mid-Sized Office,MMFS Upper Bldg,DELRIDGE,1988,1.0,2,30659,0,30659,Office,27262.0,Non-Refrigerated Warehouse,8653.0,Data Center,285.0,88.0,72.40000153,180.1000061,2619088.5,0.0,1804388.0,814700.0,Compliant,55.85,1.82,0.0,0.6889373917681667,0.31106241732572226,30659.0,15329.5,0.0,1.0
23056,NonResidential,Other,NATIONAL SIGN,MAGNOLIA / QUEEN ANNE,1920,1.0,2,27144,0,27144,Other,27144.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,65.44972577696527,37.29999924,74.5,1012024.313,0.0,458796.0,553228.0,Compliant,32.58,1.2,0.0,0.45334483974991224,0.5466548509689806,27144.0,13572.0,0.0,1.0
23064,NonResidential,Other,Evergreen Washelli,NORTHWEST,1970,5.0,1,23166,0,23166,Other,23166.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,65.44972577696527,150.0,157.5,3475804.25,0.0,3.0,3475801.0,Compliant,184.6,7.97,0.0,8.631095954267275e-07,0.999999064964605,4633.2,23166.0,0.0,1.0
23065,NonResidential,Medical Office,Meridian Center for Health,NORTHWEST,1979,1.0,2,34759,0,34759,Medical Office,44667.0,Parking,0.0,Inconnu,14923.139939614732,81.0,36.59999847,114.8000031,1633105.375,0.0,1633105.0,0.0,Compliant,11.39,0.33,0.0,0.9999997703761155,0.0,34759.0,17379.5,0.0,1.0
23071,NonResidential,Hospital,Main Hospital - All Wings,NORTHWEST,1966,8.0,1,415632,0,415632,Hospital (General Medical & Surgical),483520.0,Parking,266833.0,Inconnu,14923.139939614732,85.0,204.6999969,400.2000122,98960776.0,0.0,42864158.0,56096612.0,Compliant,3278.11,7.89,0.0,0.43314290502329933,0.5668570343466183,51954.0,415632.0,0.0,1.0
23076,NonResidential,Worship Facility,North Seattle Alliance Church,NORTHWEST,1965,1.0,2,44719,0,44719,Worship Facility,45909.0,Medical Office,1025.0,Office,972.0,65.44972577696527,33.70000076,66.09999847,1614026.25,0.0,704681.0,909345.0,Compliant,53.21,1.19,0.0,0.43659822756909933,0.5634016175387482,44719.0,22359.5,0.0,1.0
23098,NonResidential,Supermarket / Grocery Store,Red Apple Market,GREATER DUWAMISH,1965,1.0,1,21603,0,21603,Supermarket/Grocery Store,21603.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,16.0,270.0,660.9000244,5833800.0,0.0,3900058.0,1933742.0,Compliant,129.89,6.01,0.0,0.6685278891974357,0.3314721108025644,21603.0,21603.0,0.0,1.0
23113,NonResidential,Medical Office,Central Campus,EAST,1964,1.0,3,591981,0,591981,Medical Office,520187.0,Parking,282392.0,Other/Specialty Hospital,54159.0,60.0,173.3999939,351.6000061,102673696.0,0.0,48002292.0,54671394.0,Compliant,3238.24,5.47,0.0,0.4675227820765311,0.53247712052754,591981.0,197327.0,0.0,1.0
23115,NonResidential,Distribution Center,Intermountain Supply,DELRIDGE,1979,1.0,1,42900,0,42900,Distribution Center,43050.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,53.0,10.10000038,31.79999924,436252.5,0.0,436253.0,0.0,Compliant,3.04,0.07,0.0,1.0000011461252372,0.0,42900.0,42900.0,0.0,1.0
23117,NonResidential,Other,Joint Training Facilities Campus,DELRIDGE,2005,5.0,1,57952,0,57952,Adult Education,57952.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,65.44972577696527,53.29999924,109.1999969,3091387.5,0.0,1474450.0,1616937.0,Compliant,96.15,1.66,0.0,0.4769541184985706,0.5230457197617575,11590.4,57952.0,0.0,1.0
23120,NonResidential,Other,(ID23120) WASTE MANAGEMENT,DELRIDGE,1971,1.0,1,26232,0,26232,Other - Services,18262.0,Office,7970.0,Inconnu,14923.139939614732,65.44972577696527,118.0,195.6999969,3094090.0,0.0,902081.0,2192009.0,Compliant,122.71,4.68,0.0,0.29154969635660244,0.7084503036433976,26232.0,26232.0,0.0,1.0
23158,NonResidential,Warehouse,KOF Associates,DOWNTOWN,1956,1.0,2,25840,0,25840,Non-Refrigerated Warehouse,25840.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,92.0,12.10000038,38.09999847,313528.0938,0.0,313528.0,0.0,Compliant,2.19,0.08,0.0,0.9999997008242584,0.0,25840.0,12920.0,0.0,1.0
23161,NonResidential,Small- and Mid-Sized Office,Pearl Warren Building,DOWNTOWN,1988,1.0,1,45145,0,45145,Office,43813.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,65.44972577696527,29.0,54.90000153,1268459.0,0.0,514491.0,753968.0,Compliant,43.63,0.97,0.0,0.40560317676803115,0.5943968232319689,45145.0,45145.0,0.0,1.0
23164,NonResidential,Small- and Mid-Sized Office,The Weller Building,DOWNTOWN,2001,1.0,5,70332,22095,48237,Office,44417.0,Parking,25915.0,Inconnu,14923.139939614732,89.0,44.59999847,134.6000061,1981115.25,0.0,1866104.0,115011.0,Compliant,19.12,0.27,0.0,0.9419462093384017,0.05805366447005039,48237.0,9647.4,0.31415287493601773,0.6858471250639823
23204,NonResidential,K-12 School,Maple Elementary,GREATER DUWAMISH,1971,1.0,1,50546,0,50546,K-12 School,53234.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,94.0,21.70000076,64.59999847,1155080.5,0.0,1066312.0,88768.0,Error - Correct Default Data,12.15,0.24,0.0,0.9231495120902828,0.07685005503945395,50546.0,50546.0,0.0,1.0
23228,NonResidential,Supermarket / Grocery Store,Safeway 1143 - 15th Ave,BALLARD,1994,1.0,1,45522,0,45522,Supermarket/Grocery Store,45522.0,Parking,0.0,Inconnu,14923.139939614732,22.0,269.1000061,604.9000244,12250422.0,0.0,7019711.0,5230709.0,Compliant,326.74,7.18,0.0,0.5730178927713674,0.4269819439689506,45522.0,45522.0,0.0,1.0
